nombre,apellido,tarjeta,fecha_nacimiento,monto,comercio,fecha,tipo,edad
Juan,Media,2,1954-01-08,1701.18,Restaurantes,2020-02-15,transaccion,72
Juan,Media,2,1954-01-08,1619.7,Supermercados,2020-04-17,transaccion,72
Juan,Media,2,1954-01-08,214.18,Farmacias,2020-05-14,transaccion,72
Juan,Media,2,1954-01-08,961.8,Restaurantes,2020-01-30,transaccion,72
Juan,Media,2,1954-01-08,1122.03,Electronicos,2020-01-05,transaccion,72
Juan,Media,2,1954-01-08,1019.94,Supermercados,2020-03-14,transaccion,72
Juan,Media,2,1954-01-08,1138.08,Supermercados,2020-03-28,transaccion,72
Juan,Media,2,1954-01-08,2153.7,Restaurantes,2020-03-25,transaccion,72
Juan,Media,2,1954-01-08,1419.48,Supermercados,2020-01-14,transaccion,72
Juan,Media,2,1954-01-08,134.62,Gasolineras,2020-02-18,transaccion,72
Juan,Media,2,1954-01-08,1429.85,Restaurantes,2020-03-05,transaccion,72
Juan,Media,2,1954-01-08,1422.7,Abarroterias,2020-03-29,transaccion,72
Juan,Media,2,1954-01-08,1622.58,Farmacias,2020-01-13,transaccion,72
Juan,Media,2,1954-01-08,1735.23,Ropa,2020-04-20,transaccion,72
Juan,Media,2,1954-01-08,1489.37,Comercio General,2020-04-12,transaccion,72
Juan,Media,2,1954-01-08,1314.76,Restaurantes,2020-05-08,transaccion,72
Juan,Media,2,1954-01-08,1579.73,Restaurantes,2020-05-09,transaccion,72
Juan,Media,2,1954-01-08,118.21,Restaurantes,2020-01-09,transaccion,72
Juan,Media,2,1954-01-08,1313.37,Supermercados,2020-03-19,transaccion,72
Juan,Media,2,1954-01-08,2605.15,Abarroterias,2020-03-01,transaccion,72
Juan,Media,2,1954-01-08,1267.36,Restaurantes,2020-03-31,transaccion,72
Juan,Media,2,1954-01-08,861.09,Restaurantes,2020-02-22,transaccion,72
Juan,Media,2,1954-01-08,1069.43,Tiendas por Departamento,2020-06-26,transaccion,72
José,Coronado,3,1984-08-25,930.06,Farmacias,2020-02-07,transaccion,41
José,Coronado,3,1984-08-25,1103.97,Electronicos,2020-04-07,transaccion,41
José,Coronado,3,1984-08-25,2041.71,Supermercados,2020-03-04,transaccion,41
José,Coronado,3,1984-08-25,931.07,Supermercados,2020-03-13,transaccion,41
José,Coronado,3,1984-08-25,2349.11,Supermercados,2020-02-03,transaccion,41
José,Coronado,3,1984-08-25,1404.01,Supermercados,2020-02-13,transaccion,41
José,Coronado,3,1984-08-25,2642.89,Farmacias,2020-03-11,transaccion,41
José,Coronado,3,1984-08-25,1274.16,Electronicos,2020-02-07,transaccion,41
José,Coronado,3,1984-08-25,1507.46,Restaurantes,2020-05-15,transaccion,41
José,Coronado,3,1984-08-25,1836.87,Ropa,2020-02-06,transaccion,41
José,Coronado,3,1984-08-25,1465.4,Supermercados,2020-05-24,transaccion,41
José,Coronado,3,1984-08-25,2044.95,Gasolineras,2020-04-09,transaccion,41
José,Coronado,3,1984-08-25,1803.65,Tiendas por Departamento,2020-03-05,transaccion,41
José,Coronado,3,1984-08-25,1084.26,Tiendas por Departamento,2020-05-13,transaccion,41
José,Coronado,3,1984-08-25,2660.7,Abarroterias,2020-05-30,transaccion,41
José,Coronado,3,1984-08-25,1484.62,Restaurantes,2020-05-21,transaccion,41
José,Coronado,3,1984-08-25,1785.39,Supermercados,2020-03-02,transaccion,41
José,Coronado,3,1984-08-25,2337.38,Abarroterias,2020-04-08,transaccion,41
José,Coronado,3,1984-08-25,1564.32,Supermercados,2020-05-11,transaccion,41
José,Coronado,3,1984-08-25,2084.9,Restaurantes,2020-01-13,transaccion,41
José,Coronado,3,1984-08-25,227.02,Gasolineras,2020-02-20,transaccion,41
José,Coronado,3,1984-08-25,653.21,Ropa,2020-02-04,transaccion,41
José,Coronado,3,1984-08-25,2026.74,Tiendas por Departamento,2020-03-25,transaccion,41
José,Coronado,3,1984-08-25,1590.8,Farmacias,2020-04-10,transaccion,41
José,Coronado,3,1984-08-25,409.76,Tiendas por Departamento,2020-06-24,transaccion,41
José,Coronado,3,1984-08-25,1072.33,Gasolineras,2020-01-04,transaccion,41
José,Coronado,3,1984-08-25,1519.57,Restaurantes,2020-06-05,transaccion,41
José,Coronado,3,1984-08-25,1792.17,Ropa,2020-01-16,transaccion,41
José,Coronado,3,1984-08-25,1633.25,Farmacias,2020-06-29,transaccion,41
José,Coronado,3,1984-08-25,2160.92,Supermercados,2020-03-12,transaccion,41
José,Coronado,3,1984-08-25,998.95,Supermercados,2020-05-17,transaccion,41
José,Coronado,3,1984-08-25,1286.92,Abarroterias,2020-04-29,transaccion,41
José,Coronado,3,1984-08-25,2762.03,Supermercados,2020-01-01,transaccion,41
José,Coronado,3,1984-08-25,1470.22,Comercio General,2020-02-29,transaccion,41
José,Coronado,3,1984-08-25,1764.93,Abarroterias,2020-03-11,transaccion,41
José,Coronado,3,1984-08-25,975.59,Supermercados,2020-05-24,transaccion,41
José,Coronado,3,1984-08-25,1618.07,Tiendas por Departamento,2020-02-08,transaccion,41
José,Coronado,3,1984-08-25,441.52,Supermercados,2020-02-17,transaccion,41
José,Coronado,3,1984-08-25,1122.02,Gasolineras,2020-05-01,transaccion,41
José,Coronado,3,1984-08-25,1573.34,Restaurantes,2020-02-19,transaccion,41
José,Coronado,3,1984-08-25,1864.38,Gasolineras,2020-06-08,transaccion,41
José,Coronado,3,1984-08-25,1670.64,Supermercados,2020-06-06,transaccion,41
José,Coronado,3,1984-08-25,1205.59,Comercio General,2020-02-04,transaccion,41
José,Coronado,3,1984-08-25,2537.18,Restaurantes,2020-04-26,transaccion,41
José,Coronado,3,1984-08-25,379.24,Tiendas por Departamento,2020-05-09,transaccion,41
José,Coronado,3,1984-08-25,1698.09,Farmacias,2020-01-24,transaccion,41
José,Coronado,3,1984-08-25,1547.96,Supermercados,2020-06-17,transaccion,41
José,Coronado,3,1984-08-25,2420.68,Comercio General,2020-02-02,transaccion,41
José,Coronado,3,1984-08-25,1680.37,Tiendas por Departamento,2020-03-21,transaccion,41
José,Coronado,3,1984-08-25,1432.54,Restaurantes,2020-04-04,transaccion,41
José,Coronado,3,1984-08-25,934.01,Comercio General,2020-04-16,transaccion,41
José,Coronado,3,1984-08-25,1303.89,Abarroterias,2020-05-11,transaccion,41
José,Coronado,3,1984-08-25,554.36,Tiendas por Departamento,2020-04-15,transaccion,41
José,Coronado,3,1984-08-25,1742.92,Restaurantes,2020-02-02,transaccion,41
José,Coronado,3,1984-08-25,1602.11,Comercio General,2020-01-02,transaccion,41
Mario,Flores,4,1982-11-11,1071.06,Restaurantes,2020-05-07,transaccion,43
Mario,Flores,4,1982-11-11,1402.22,Electronicos,2020-04-26,transaccion,43
Mario,Flores,4,1982-11-11,1749.54,Gasolineras,2020-06-21,transaccion,43
Mario,Flores,4,1982-11-11,122.76,Restaurantes,2020-01-17,transaccion,43
Mario,Flores,4,1982-11-11,1142.87,Gasolineras,2020-02-16,transaccion,43
Mario,Flores,4,1982-11-11,1470.38,Supermercados,2020-06-08,transaccion,43
Mario,Flores,4,1982-11-11,2282.78,Restaurantes,2020-01-18,transaccion,43
Mario,Flores,4,1982-11-11,1774.34,Ropa,2020-01-08,transaccion,43
Mario,Flores,4,1982-11-11,1663.89,Farmacias,2020-04-18,transaccion,43
Mario,Flores,4,1982-11-11,2234.0,Supermercados,2020-05-23,transaccion,43
Mario,Flores,4,1982-11-11,1082.5,Restaurantes,2020-01-01,transaccion,43
Mario,Flores,4,1982-11-11,1964.7,Comercio General,2020-01-10,transaccion,43
Mario,Flores,4,1982-11-11,1768.21,Restaurantes,2020-03-11,transaccion,43
Mario,Flores,4,1982-11-11,1048.63,Tiendas por Departamento,2020-02-25,transaccion,43
Mario,Flores,4,1982-11-11,852.48,Farmacias,2020-02-07,transaccion,43
Mario,Flores,4,1982-11-11,1764.84,Restaurantes,2020-05-03,transaccion,43
Mario,Flores,4,1982-11-11,909.06,Restaurantes,2020-05-24,transaccion,43
Mario,Flores,4,1982-11-11,2923.2,Tiendas por Departamento,2020-03-08,transaccion,43
Mario,Flores,4,1982-11-11,2294.92,Gasolineras,2020-05-25,transaccion,43
Mario,Flores,4,1982-11-11,1398.58,Restaurantes,2020-01-18,transaccion,43
Mario,Flores,4,1982-11-11,1934.62,Supermercados,2020-04-02,transaccion,43
Mario,Flores,4,1982-11-11,1405.08,Gasolineras,2020-05-11,transaccion,43
Mario,Flores,4,1982-11-11,705.13,Supermercados,2020-05-19,transaccion,43
Mario,Flores,4,1982-11-11,1790.11,Farmacias,2020-06-04,transaccion,43
Mario,Flores,4,1982-11-11,1113.24,Restaurantes,2020-02-20,transaccion,43
Mario,Flores,4,1982-11-11,2463.69,Restaurantes,2020-04-17,transaccion,43
Mario,Flores,4,1982-11-11,884.69,Farmacias,2020-06-22,transaccion,43
Mario,Flores,4,1982-11-11,954.52,Ropa,2020-06-01,transaccion,43
Mario,Flores,4,1982-11-11,924.34,Restaurantes,2020-04-05,transaccion,43
Mario,Flores,4,1982-11-11,421.57,Supermercados,2020-01-14,transaccion,43
Mario,Flores,4,1982-11-11,769.51,Abarroterias,2020-02-11,transaccion,43
Mario,Flores,4,1982-11-11,1804.55,Abarroterias,2020-02-03,transaccion,43
Mario,Flores,4,1982-11-11,1061.18,Supermercados,2020-02-02,transaccion,43
Mario,Flores,4,1982-11-11,798.72,Comercio General,2020-05-16,transaccion,43
Mario,Flores,4,1982-11-11,1558.0,Gasolineras,2020-05-10,transaccion,43
Mario,Flores,4,1982-11-11,1315.59,Gasolineras,2020-04-20,transaccion,43
Mario,Flores,4,1982-11-11,1417.02,Farmacias,2020-02-06,transaccion,43
Mario,Flores,4,1982-11-11,2416.23,Gasolineras,2020-03-09,transaccion,43
Mario,Flores,4,1982-11-11,419.54,Gasolineras,2020-05-23,transaccion,43
Mario,Flores,4,1982-11-11,2938.62,Restaurantes,2020-01-09,transaccion,43
Mario,Flores,4,1982-11-11,1213.26,Ropa,2020-01-30,transaccion,43
Mario,Flores,4,1982-11-11,1536.76,Restaurantes,2020-06-26,transaccion,43
Mario,Flores,4,1982-11-11,2099.02,Ropa,2020-03-26,transaccion,43
Mario,Flores,4,1982-11-11,908.45,Supermercados,2020-04-15,transaccion,43
Mario,Flores,4,1982-11-11,815.62,Supermercados,2020-01-27,transaccion,43
Mario,Flores,4,1982-11-11,1973.15,Restaurantes,2020-01-12,transaccion,43
Mario,Flores,4,1982-11-11,1223.9,Supermercados,2020-03-11,transaccion,43
Mario,Flores,4,1982-11-11,2787.11,Restaurantes,2020-03-30,transaccion,43
Mario,Flores,4,1982-11-11,1384.4,Supermercados,2020-01-21,transaccion,43
Mario,Flores,4,1982-11-11,901.16,Restaurantes,2020-04-29,transaccion,43
Mario,Flores,4,1982-11-11,1810.64,Farmacias,2020-01-15,transaccion,43
Mario,Flores,4,1982-11-11,1910.56,Farmacias,2020-05-12,transaccion,43
Mario,Flores,4,1982-11-11,1036.52,Supermercados,2020-06-28,transaccion,43
Mario,Flores,4,1982-11-11,2344.21,Restaurantes,2020-01-28,transaccion,43
Mario,Flores,4,1982-11-11,1953.78,Restaurantes,2020-03-13,transaccion,43
Mario,Flores,4,1982-11-11,1757.81,Supermercados,2020-04-27,transaccion,43
Mario,Flores,4,1982-11-11,2607.57,Abarroterias,2020-05-02,transaccion,43
Mario,Flores,4,1982-11-11,1492.21,Farmacias,2020-02-24,transaccion,43
Mario,Flores,4,1982-11-11,1425.93,Comercio General,2020-06-07,transaccion,43
Mario,Flores,4,1982-11-11,903.17,Restaurantes,2020-04-12,transaccion,43
Margarita,Muñoz,5,1984-04-11,1536.38,Supermercados,2020-02-10,transaccion,42
Margarita,Muñoz,5,1984-04-11,1213.82,Farmacias,2020-06-07,transaccion,42
Margarita,Muñoz,5,1984-04-11,1016.54,Abarroterias,2020-01-16,transaccion,42
Margarita,Muñoz,5,1984-04-11,731.16,Farmacias,2020-02-10,transaccion,42
Margarita,Muñoz,5,1984-04-11,1710.65,Ropa,2020-01-02,transaccion,42
Margarita,Muñoz,5,1984-04-11,1514.91,Restaurantes,2020-05-10,transaccion,42
Margarita,Muñoz,5,1984-04-11,1135.34,Gasolineras,2020-01-04,transaccion,42
Margarita,Muñoz,5,1984-04-11,1395.37,Supermercados,2020-01-11,transaccion,42
Margarita,Muñoz,5,1984-04-11,1938.68,Farmacias,2020-02-05,transaccion,42
Margarita,Muñoz,5,1984-04-11,877.3,Farmacias,2020-05-26,transaccion,42
Margarita,Muñoz,5,1984-04-11,1161.3,Tiendas por Departamento,2020-03-05,transaccion,42
Margarita,Muñoz,5,1984-04-11,724.04,Restaurantes,2020-05-09,transaccion,42
Margarita,Muñoz,5,1984-04-11,1181.0,Ropa,2020-06-12,transaccion,42
Margarita,Muñoz,5,1984-04-11,836.7,Restaurantes,2020-04-25,transaccion,42
Margarita,Muñoz,5,1984-04-11,2744.37,Restaurantes,2020-02-12,transaccion,42
Margarita,Muñoz,5,1984-04-11,2365.35,Abarroterias,2020-02-15,transaccion,42
Margarita,Muñoz,5,1984-04-11,1470.47,Supermercados,2020-04-24,transaccion,42
Margarita,Muñoz,5,1984-04-11,559.67,Supermercados,2020-01-28,transaccion,42
Margarita,Muñoz,5,1984-04-11,2327.48,Farmacias,2020-06-17,transaccion,42
Margarita,Muñoz,5,1984-04-11,386.44,Supermercados,2020-06-18,transaccion,42
Margarita,Muñoz,5,1984-04-11,580.33,Gasolineras,2020-06-21,transaccion,42
Margarita,Muñoz,5,1984-04-11,1100.91,Ropa,2020-01-25,transaccion,42
Margarita,Muñoz,5,1984-04-11,1206.64,Restaurantes,2020-05-01,transaccion,42
Margarita,Muñoz,5,1984-04-11,1616.73,Restaurantes,2020-04-07,transaccion,42
Margarita,Muñoz,5,1984-04-11,966.76,Restaurantes,2020-04-16,transaccion,42
Margarita,Muñoz,5,1984-04-11,1075.28,Gasolineras,2020-01-27,transaccion,42
Margarita,Muñoz,5,1984-04-11,449.88,Supermercados,2020-03-11,transaccion,42
Margarita,Muñoz,5,1984-04-11,1647.11,Supermercados,2020-02-17,transaccion,42
Margarita,Muñoz,5,1984-04-11,1477.25,Restaurantes,2020-03-09,transaccion,42
Margarita,Muñoz,5,1984-04-11,1078.08,Restaurantes,2020-02-25,transaccion,42
Margarita,Muñoz,5,1984-04-11,1103.5,Restaurantes,2020-04-04,transaccion,42
Margarita,Muñoz,5,1984-04-11,1105.95,Abarroterias,2020-04-08,transaccion,42
Margarita,Muñoz,5,1984-04-11,1303.42,Ropa,2020-02-07,transaccion,42
Margarita,Muñoz,5,1984-04-11,1038.93,Supermercados,2020-05-01,transaccion,42
Margarita,Muñoz,5,1984-04-11,2122.67,Gasolineras,2020-06-11,transaccion,42
Margarita,Muñoz,5,1984-04-11,2074.48,Electronicos,2020-01-14,transaccion,42
Margarita,Muñoz,5,1984-04-11,943.56,Gasolineras,2020-03-27,transaccion,42
Andrés,Martinez,6,1964-06-01,2283.43,Supermercados,2020-04-14,transaccion,61
Andrés,Martinez,6,1964-06-01,1767.43,Supermercados,2020-02-04,transaccion,61
Andrés,Martinez,6,1964-06-01,1585.33,Supermercados,2020-02-18,transaccion,61
Andrés,Martinez,6,1964-06-01,1330.86,Gasolineras,2020-04-15,transaccion,61
Andrés,Martinez,6,1964-06-01,2129.2,Farmacias,2020-05-09,transaccion,61
Andrés,Martinez,6,1964-06-01,1421.17,Restaurantes,2020-01-27,transaccion,61
Andrés,Martinez,6,1964-06-01,1637.71,Supermercados,2020-04-30,transaccion,61
Andrés,Martinez,6,1964-06-01,316.96,Comercio General,2020-05-12,transaccion,61
Andrés,Martinez,6,1964-06-01,2616.48,Gasolineras,2020-01-06,transaccion,61
Andrés,Martinez,6,1964-06-01,1358.26,Supermercados,2020-05-28,transaccion,61
Andrés,Martinez,6,1964-06-01,1246.88,Supermercados,2020-01-07,transaccion,61
Andrés,Martinez,6,1964-06-01,876.11,Restaurantes,2020-02-02,transaccion,61
Andrés,Martinez,6,1964-06-01,1516.02,Farmacias,2020-03-18,transaccion,61
Andrés,Martinez,6,1964-06-01,795.82,Restaurantes,2020-03-08,transaccion,61
Andrés,Martinez,6,1964-06-01,1502.1,Restaurantes,2020-01-19,transaccion,61
Andrés,Martinez,6,1964-06-01,1118.55,Restaurantes,2020-01-13,transaccion,61
Andrés,Martinez,6,1964-06-01,210.0,Supermercados,2020-05-06,transaccion,61
Andrés,Martinez,6,1964-06-01,1093.45,Supermercados,2020-04-01,transaccion,61
Andrés,Martinez,6,1964-06-01,1770.88,Restaurantes,2020-05-29,transaccion,61
Andrés,Martinez,6,1964-06-01,250.93,Restaurantes,2020-01-03,transaccion,61
Andrés,Martinez,6,1964-06-01,1710.47,Supermercados,2020-06-28,transaccion,61
Andrés,Martinez,6,1964-06-01,821.28,Comercio General,2020-02-10,transaccion,61
Andrés,Martinez,6,1964-06-01,2139.08,Ropa,2020-05-30,transaccion,61
Andrés,Martinez,6,1964-06-01,1812.04,Comercio General,2020-06-21,transaccion,61
Andrés,Martinez,6,1964-06-01,1178.68,Supermercados,2020-05-18,transaccion,61
Andrés,Martinez,6,1964-06-01,561.95,Gasolineras,2020-05-05,transaccion,61
Andrés,Martinez,6,1964-06-01,849.79,Tiendas por Departamento,2020-05-01,transaccion,61
Andrés,Martinez,6,1964-06-01,1682.04,Supermercados,2020-03-04,transaccion,61
Andrés,Martinez,6,1964-06-01,0.0,Supermercados,2020-05-03,reconciliacion,61
Andrés,Martinez,6,1964-06-01,1096.62,Restaurantes,2020-01-05,transaccion,61
Andrés,Martinez,6,1964-06-01,1176.83,Farmacias,2020-06-20,transaccion,61
Andrés,Martinez,6,1964-06-01,1002.49,Gasolineras,2020-04-20,transaccion,61
Andrés,Martinez,6,1964-06-01,1531.59,Supermercados,2020-06-02,transaccion,61
Andrés,Martinez,6,1964-06-01,2632.76,Restaurantes,2020-02-10,transaccion,61
Andrés,Martinez,6,1964-06-01,1516.61,Tiendas por Departamento,2020-05-21,transaccion,61
Andrés,Martinez,6,1964-06-01,2517.02,Tiendas por Departamento,2020-02-29,transaccion,61
Andrés,Martinez,6,1964-06-01,1474.44,Restaurantes,2020-02-20,transaccion,61
Andrés,Martinez,6,1964-06-01,2051.59,Gasolineras,2020-02-24,transaccion,61
Andrés,Martinez,6,1964-06-01,1138.71,Tiendas por Departamento,2020-01-08,transaccion,61
Luis,Barrientos,7,1977-09-15,1830.82,Restaurantes,2020-05-14,transaccion,48
Luis,Barrientos,7,1977-09-15,1620.59,Gasolineras,2020-06-08,transaccion,48
Luis,Barrientos,7,1977-09-15,647.93,Gasolineras,2020-03-20,transaccion,48
Luis,Barrientos,7,1977-09-15,1068.77,Supermercados,2020-04-28,transaccion,48
Luis,Barrientos,7,1977-09-15,2666.68,Tiendas por Departamento,2020-05-29,transaccion,48
Luis,Barrientos,7,1977-09-15,1482.29,Restaurantes,2020-05-27,transaccion,48
Luis,Barrientos,7,1977-09-15,2804.63,Electronicos,2020-02-18,transaccion,48
Luis,Barrientos,7,1977-09-15,756.4,Farmacias,2020-01-23,transaccion,48
Luis,Barrientos,7,1977-09-15,1450.14,Gasolineras,2020-04-27,transaccion,48
Luis,Barrientos,7,1977-09-15,2144.31,Gasolineras,2020-05-02,transaccion,48
Luis,Barrientos,7,1977-09-15,1938.36,Restaurantes,2020-05-21,transaccion,48
Luis,Barrientos,7,1977-09-15,1074.48,Gasolineras,2020-06-29,transaccion,48
Luis,Barrientos,7,1977-09-15,1764.65,Supermercados,2020-03-29,transaccion,48
Luis,Barrientos,7,1977-09-15,2203.82,Supermercados,2020-02-14,transaccion,48
Luis,Barrientos,7,1977-09-15,1970.91,Ropa,2020-04-11,transaccion,48
Luis,Barrientos,7,1977-09-15,1997.86,Supermercados,2020-02-03,transaccion,48
Luis,Barrientos,7,1977-09-15,1920.19,Tiendas por Departamento,2020-01-29,transaccion,48
Luis,Barrientos,7,1977-09-15,1993.67,Tiendas por Departamento,2020-01-03,transaccion,48
Luis,Barrientos,7,1977-09-15,409.34,Restaurantes,2020-05-09,transaccion,48
Luis,Barrientos,7,1977-09-15,850.6,Gasolineras,2020-03-14,transaccion,48
Luis,Barrientos,7,1977-09-15,1119.41,Restaurantes,2020-01-02,transaccion,48
Luis,Barrientos,7,1977-09-15,902.65,Comercio General,2020-03-03,transaccion,48
Luis,Barrientos,7,1977-09-15,1773.22,Restaurantes,2020-03-26,transaccion,48
Luis,Barrientos,7,1977-09-15,1814.0,Supermercados,2020-05-16,transaccion,48
Luis,Barrientos,7,1977-09-15,2530.7,Supermercados,2020-05-23,transaccion,48
Luis,Barrientos,7,1977-09-15,491.39,Restaurantes,2020-02-24,transaccion,48
Luis,Barrientos,7,1977-09-15,606.78,Farmacias,2020-04-07,transaccion,48
Luis,Barrientos,7,1977-09-15,1792.84,Gasolineras,2020-04-03,transaccion,48
Luis,Barrientos,7,1977-09-15,1109.48,Farmacias,2020-01-29,transaccion,48
Luis,Barrientos,7,1977-09-15,1643.51,Abarroterias,2020-02-19,transaccion,48
Luis,Barrientos,7,1977-09-15,2469.68,Electronicos,2020-01-18,transaccion,48
Luis,Barrientos,7,1977-09-15,746.54,Farmacias,2020-03-31,transaccion,48
Luis,Barrientos,7,1977-09-15,2144.25,Restaurantes,2020-04-25,transaccion,48
Luis,Barrientos,7,1977-09-15,513.73,Restaurantes,2020-06-22,transaccion,48
Luis,Barrientos,7,1977-09-15,1086.66,Restaurantes,2020-04-02,transaccion,48
Luis,Barrientos,7,1977-09-15,1056.36,Gasolineras,2020-06-02,transaccion,48
Luis,Barrientos,7,1977-09-15,1996.51,Farmacias,2020-05-11,transaccion,48
Luis,Barrientos,7,1977-09-15,1961.75,Farmacias,2020-04-16,transaccion,48
Luis,Barrientos,7,1977-09-15,1400.97,Restaurantes,2020-06-07,transaccion,48
Luis,Barrientos,7,1977-09-15,1123.1,Restaurantes,2020-04-21,transaccion,48
